text,sa_coarse,sa_fine_modified
Wenn Merz jetzt nicht kommt hat das Land komplett verkackt,ASSERTIVE,PREDICT
#RTL,OTHER,OTHER
So ist es!,ASSERTIVE,AGREE
SPD Politiker sind scheinheilige Hunde,EXPRESSIVE,COMPLAIN
@ChayenneHeidi @Jutta98811424 @walsberger49,DIRECTIVE,ADDRESS
"War alleinerziehend mit Kleinkind,  Schreibaby, selbst krank, traumatisiert, am Ende.",ASSERTIVE,ASSERT
@PyunTama @AlexSta_ @hoppenina,DIRECTIVE,ADDRESS
@haiderbekah,DIRECTIVE,ADDRESS
Weil barbarische Märchen an Schulen nur im Literatur-Unterricht was zu suchen haben.,UNSURE,UNSURE
Und dann wundern wenn man Typen wie Sie verachtet?,DIRECTIVE,REQUEST
@tagesschau,DIRECTIVE,ADDRESS
@demokratienetz @Twitter @Mica4711,DIRECTIVE,ADDRESS
🤔,EXPRESSIVE,expressEMOJI
"Gutdeutsch: ""verwirrter Einzeltäter"".",EXPRESSIVE,COMPLAIN
ich bezog mich auf diesen sonderbaren missbrauch dieses eben so neutralen fetzens für politische zwecke.,ASSERTIVE,ASSERT
"Schlafschafe, Angsthasen ,Egoisten, die Mehrheit der Deutschen, gehen nicht zur Wahl.",EXPRESSIVE,COMPLAIN
"Irrtum, euch zeigen wir noch wo es lang geht.",COMMISSIVE,COMMISSIVE
#Bundestag,OTHER,OTHER
Frauen wollen nicht wie Männer behandelt werden.,ASSERTIVE,ASSERT
"Alternative Fakten für linksgrüne Journalisten: Denis Kuspert, alias DesoDogg ist jetzt mit operierter Nase (Arabische Länder sind spezialisiert darauf) unter dem Namen Aya IbnHotdog mit Kopftuch im Rahmen des Familiennachzugs zurück nach Germonney gekommen.",ASSERTIVE,ASSERT
Tolles Land,EXPRESSIVE,COMPLAIN
"Ich bin mir sicher, Tübingen ist hübsch.",ASSERTIVE,ASSERT
Da fordern also die Türken Gerechtigkeit für die Türkei.,ASSERTIVE,ASSERT
keiner hat bock auf die aber keiner will kassieren bei einer ansage,ASSERTIVE,ASSERT
und wer ist Besitzer?,DIRECTIVE,REQUEST
Mannis Schwanz kommt da gar nicht vor.,UNSURE,UNSURE
Die mutigen Journalisten von #AlJazeera -,ASSERTIVE,ASSERT
#hartaberfair,OTHER,OTHER
@PolitburoGamer,DIRECTIVE,ADDRESS
Ach du Scheisse.,EXPRESSIVE,COMPLAIN
"|LBR| Diese Hilflosigkeit in seinen Augen, sein zerschredderter Lebensentwurf für's Alter, alles Makulatur!",EXPRESSIVE,COMPLAIN
@hassanhadjali,DIRECTIVE,ADDRESS
"|LBR| Aber Deutschland wird Bunter und Bunter, mit verheerenden Folgen!",UNSURE,UNSURE
"es werden weiterhin unschuldige Frauen-und Kinder, für den Profit der korrupten #Asylindustrie geopfert.",ASSERTIVE,PREDICT
Selbst Fußpilz ist beliebter als Merkel.,ASSERTIVE,ASSERT
"Wenn ich die blöden SPD Weiber sehe, allesamt nach Anatolien entsenden.",DIRECTIVE,REQUIRE
Typisch deutsche Schülerin.,EXPRESSIVE,COMPLAIN
"aber süß wie die Ferkelmedien Führer treu ""berichten""",EXPRESSIVE,COMPLAIN
#fcsp,OTHER,OTHER
"wo sie doch ihre ""Kriege"" u. ihre Söldner so liebt.",ASSERTIVE,ASSERT
"Offensichtlich sind sie für Sie wertloser als Europäer, denen sie zugestehen, sie für Lebensraum im Nahen Osten zu vertreiben und zu ermorden.",ASSERTIVE,ASSERT
"""Das sind Profis.",ASSERTIVE,ASSERT
|LBR| Dieses Sozialsystem ist eines der schlechtesten überhaupt.,EXPRESSIVE,COMPLAIN
"Wirtschaftsweiser #Bofinger pocht auf Hartz-IV-Sanktionen,",ASSERTIVE,ASSERT
Kranke Brut - wo ist da der VS?,DIRECTIVE,REQUEST
|LBR| Sie waren alle ohne ihre Betreuer da.,ASSERTIVE,ASSERT
Aber die Vorhaltungen die ihm jetzt gemacht werden ist billigstes Nachtreten.,UNSURE,UNSURE
"Khalil, Die Flucht aus Syrien |LBR| o. |LBR| Wie ich ein ganzes Volk verarschte, weil ich ja eigentlich gar kein Flüchtling war, mehrere falsche Identitäten hatte, meine Steinzeitreligion unter's Volk brachte, beim Alter log und illegal einreiste.",OTHER,OTHER
So ein Irrsinn.,UNSURE,UNSURE
"Wenn es wenigstens ekstatische Wonne wäre, die zu hören ist.",EXPRESSIVE,WISH
"Deutschland wacht auf, Herr Restle.",ASSERTIVE,ASSERT
"Schon in zwei Parteien gewesen seiend, zweifle ich das an.",ASSERTIVE,ASSERT
@Beatrix_vStorch @hrfernsehen,DIRECTIVE,ADDRESS
"diese Gestalten haben mich blockiert, weil ich bei diesen Linksdeutschen als Nazi gelte",ASSERTIVE,SUSTAIN
"hinter dem Faschismus steht das Kapital und so, wa!",EXPRESSIVE,COMPLAIN
@svenweisz,DIRECTIVE,ADDRESS
@RuFfRyDaH @mdrkultur @MDRAktuell,DIRECTIVE,ADDRESS
Chemnitz ist der Anfang.,ASSERTIVE,ASSERT
"Nicht Mann, nicht wirklich Frau!",ASSERTIVE,ASSERT
"|LBR| Schlägt die Söhne mit allem, was er in die Hand bekommt.",ASSERTIVE,ASSERT
🤦\U200D\U2642\UFE0F,EXPRESSIVE,expressEMOJI
@bestdamnalex,DIRECTIVE,ADDRESS
@MENA_WATCH @Kraehenbeisser @SDGMasterglass @stefanolix @_lnnen_WT @vonBeutelratte @palactnet @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
|LBR| 🤣 🤣 🤣,EXPRESSIVE,expressEMOJI
Außer wir Nazis natürlich,EXPRESSIVE,COMPLAIN
"Vor ein paar Tagen wars noch Che Guevarra,",ASSERTIVE,ASSERT
Hoffentlich finden Sie alle Schweine!,EXPRESSIVE,WISH
@liebkind666,DIRECTIVE,ADDRESS
@JohannesNormann,DIRECTIVE,ADDRESS
@Umar_AlAlmani @googlenews,DIRECTIVE,ADDRESS
|LBR| Was trennt Menschen von Tieren?,DIRECTIVE,REQUEST
same bruder,UNSURE,UNSURE
"Leute,..... dieses linksversiffte, staatstreue Schmierblatt, ist doch längst nicht mehr glaubhaft.",EXPRESSIVE,COMPLAIN
😂,EXPRESSIVE,expressEMOJI
"Wer gestern Handball geguckt hat, der konnte tatsächlich eine ""Mannschaft""sehen, die sich füreinander den Arsch aufgerissen hat.",ASSERTIVE,ASSERT
Wenn die eine Demo sehen sind es für SPD CDU CSU immer Rechts Links Radikale,ASSERTIVE,ASSERT
:(,EXPRESSIVE,expressEMOJI
🤣,EXPRESSIVE,expressEMOJI
@bertramscharpf @Arnd_Schumacher @janfleischhauer @NorbertBolz,DIRECTIVE,ADDRESS
|LBR| Wir schaffen das!,ASSERTIVE,PREDICT
Der Herr BM wird bestimmt auf Twitter gesperrt.,ASSERTIVE,GUESS
@loominext,DIRECTIVE,ADDRESS
"Achja ... und steckt euch euren - in Wahrheit RASSISTISCHEN - ""#diversity""-Scheißdreck sonstwohin ...",DIRECTIVE,REQUIRE
"Ok, nicht wie Sie!?",UNSURE,UNSURE
"aber bei ihnen ist es verlorenes Hoffen,",EXPRESSIVE,COMPLAIN
🤔,EXPRESSIVE,expressEMOJI
#Trump hat schneller begriffen daß seine Macht vom Geld der Wirtschaftsmafia begrenzt ist.,ASSERTIVE,ASSERT
"das ist ein punkt, stimmt.",ASSERTIVE,AGREE
Es ist unglaublich,EXPRESSIVE,COMPLAIN
Sie haben doch eine veritable Vollmeise!,EXPRESSIVE,COMPLAIN
"Es ist nicht meine Aufgabe jetzt nach Beweisen deiner These zu suchen sondern deine, mir diese mit Verweisen und Links darzubringen.",UNSURE,UNSURE
@GeorgKleine,DIRECTIVE,ADDRESS
@waszumelden @MDRAktuell,DIRECTIVE,ADDRESS
pfui!,EXPRESSIVE,COMPLAIN
#SPD,OTHER,OTHER
aber heute heißt es wieder abschieben ...,EXPRESSIVE,COMPLAIN
@_a_c_a_t_,DIRECTIVE,ADDRESS
"Nicht in ihren heiligen vier Wänden,  wo alles seine deutsche Ordnung hat.",ASSERTIVE,ASSERT
Ich benutze Tagesgeldkonten eher zur Strukturierung als für die Zinsen.,COMMISSIVE,COMMISSIVE
Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln,EXPRESSIVE,COMPLAIN
#furchtbar,EXPRESSIVE,COMPLAIN
Das ist hier die Frage,ASSERTIVE,ASSERT
Ist ja überaus interessant was man innerhalb eines Tages so über den Kahrs erfährt.,ASSERTIVE,ASSERT
Ich kann diesen Bullshit nicht mehr hören...,EXPRESSIVE,COMPLAIN
Und das rund um die Uhr.,ASSERTIVE,ASSERT
Heute: 15h #Frankfurt #HBF: Demo,ASSERTIVE,ASSERT
Was interessieren sich diese korrupten Berufslügner und -verleumder für Völkerrecht?,DIRECTIVE,REQUEST
"Liest sich wie #Fake News da es vom linksfaschistischen, staatstreuen Schmierblatt #SPIEGEL kommt.",ASSERTIVE,ASSERT
"Wann hört diese wahnsinnige LINKSGRÜNE Scheiße vonwegen ""Einladung an alle kriminellen Moslems"" der Welt auf ??",DIRECTIVE,REQUEST
@rimijo @UFxdl,DIRECTIVE,ADDRESS
Das sind eben keine Profis.,ASSERTIVE,ASSERT
@OleNordman @OZlive,DIRECTIVE,ADDRESS
@huxi,DIRECTIVE,ADDRESS
@Norbinator2403,DIRECTIVE,ADDRESS
Ich bin mir sicher das Sie zu Zeiten des 2ten Weltkrieges nicht mehr als ein Feuchter Traum im Sack ihres Vaters waren.,ASSERTIVE,ASSERT
"Nicht mit dem inneren Feind Altparteienkartell, EU Freunden, Globalisten usw.",UNSURE,UNSURE
"Dieses linke Schmierblatt und andere, hab ich schon lange geblockt.",ASSERTIVE,ASSERT
@CptMeddl,DIRECTIVE,ADDRESS
weg mit #Merkel und Merkel 2.0 #AKK,DIRECTIVE,REQUIRE
Ein anderes wäre: Witze über Minderheiten.,UNSURE,UNSURE
Das Geseiere dieses Pfaffen Gauck widert jeden Aufrechten nur an!,EXPRESSIVE,COMPLAIN
|LBR| Mehr nicht.,ASSERTIVE,ASSERT
"Da arbeitet man sein Leben lang für diese Gemeinschaft,",ASSERTIVE,ASSERT
Flüchtlinge bekommen Häuser und Wohnungen,ASSERTIVE,ASSERT
Ihr gebt eine schlechte Hinposition aber die Gegenposition ist jetzt auch schlecht?,DIRECTIVE,REQUEST
Die Nazis stehen vor uns und ich träume von der Szene bei Herr der Ringe mit der Geisterarmee...,ASSERTIVE,ASSERT
"Wer hat sich denn das Land der Palästinenser mit Gewalt, Mord und Terror angeeignet, vertreibt und massakriert sie seit gut 100 Jahren und jammert nun rum, dass die eigentlichen Einheimischen sich mit ähnlichen Mitteln zur Wehr setzen?",DIRECTIVE,REQUEST
Fieser Hund!,UNSURE,UNSURE
"Faustregel: Alles, was die muslimische Welt aufregt, ist zu begrüßen.",DIRECTIVE,REQUIRE
|LBR| Gedankenlos.,ASSERTIVE,ASSERT
Internet Gestapo von H.Maas und der Antonio Amadeus Stiftung.,UNSURE,UNSURE
😂 😂 😂,EXPRESSIVE,expressEMOJI
was sonst....,DIRECTIVE,REQUEST
Ziemlich hasserfüllte sogar.,ASSERTIVE,ASSERT
😡\U261D,EXPRESSIVE,expressEMOJI
|LBR| Was für eine #bunte kranke und perverse #Bereicherung,EXPRESSIVE,COMPLAIN
"Und sie besteht zur einen Hälfte aus den politisch Naiven, und zur anderen Hälfte aus den wirklich, wirklich, WIRKLICH Problematischen.",ASSERTIVE,ASSERT
@schmidja2017 @WhiteRoseDE,DIRECTIVE,ADDRESS
ihr seit solche Hohlköpfe,EXPRESSIVE,COMPLAIN
@Neuber_Forst @schweizok2 @RenateKuenast,DIRECTIVE,ADDRESS
🙏🏻,EXPRESSIVE,expressEMOJI
Euch kann man nur verachten.,ASSERTIVE,ASSERT
Diskussion beendet.,ASSERTIVE,ASSERT
"Wie kann man in so kurzer Zeit nur so viel Schei** labern, lügen u. der Welt etwas vorgaukeln",DIRECTIVE,REQUEST
|LBR| Grade hier: Grauer Pissehimmel mit beficktem Wind und Scheiße aufm Fußweg,EXPRESSIVE,COMPLAIN
zuerst Deutsche dann der Rest der Welt!!!!!!!,DIRECTIVE,REQUIRE
Ist die Blöd,DIRECTIVE,REQUEST
😜,EXPRESSIVE,expressEMOJI
#fcsp,OTHER,OTHER
|LBR| Keine Trauer.,ASSERTIVE,ASSERT
🤔 |LBR| 😂 😂 😂,EXPRESSIVE,expressEMOJI
@ShirotaniArt,DIRECTIVE,ADDRESS
Seine Frau und die beiden Söhne.,ASSERTIVE,ASSERT
@rspctfl @ThomasMichael71 @Innenwelttramp @ergroovt @houelle_beck @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
"|LBR| Geh einfach etwas mit dem Becker kuscheln, zionistischer Querfrontler!",DIRECTIVE,REQUIRE
Siehe Weihnachtsmassaker !,ASSERTIVE,ASSERT
Regeln wie im 3.Reich.,ASSERTIVE,ASSERT
Die Knechte der Amis werden ihrer Strafe nicht entgehen!,COMMISSIVE,COMMISSIVE
#ARD,OTHER,OTHER
"Ich hörte, er hätte heute eigentlich aufgrund anderer Straftat verhaftet werden sollen, was nicht geschah",ASSERTIVE,ASSERT
|LBR| -Wüstenkult wählt in ethnischer Wahl eigene Schariapartei.,ASSERTIVE,ASSERT
"Krasse Scheiße, oder?",DIRECTIVE,REQUEST
@Opposum5 @florianaigner @GerritMarsen,DIRECTIVE,ADDRESS
"Bei dem war doch am Vorabend, einer von 20 #Chorknaben schlecht.",UNSURE,UNSURE
Auch ich bin für Meidung der Türkei.,ASSERTIVE,ASSERT
"Zwei, drei Stunden?",DIRECTIVE,REQUEST
Oder Trichophobe?,DIRECTIVE,REQUEST
"Die korrupte, französische Polizei, das sind doch alles widerliche #Marodeure",EXPRESSIVE,COMPLAIN
#Polizei erschießt 74-Jährigen in #Bochum,ASSERTIVE,ASSERT
@Kontrast_at,DIRECTIVE,ADDRESS
Warum veröffentlicht ihr keine Bilder von linken Anarchisten?,DIRECTIVE,REQUEST
ein Merkel Vasall!!,EXPRESSIVE,COMPLAIN
@deutsch365 @Paralla80562715,DIRECTIVE,ADDRESS
Gesellschaftliche Verantwortung?,DIRECTIVE,REQUEST
Unwählbar.,UNSURE,UNSURE
🐷\U261D,EXPRESSIVE,expressEMOJI
klappt nixmehr,ASSERTIVE,ASSERT
"Tja,...",OTHER,OTHER
"das wird aber nicht passieren und es werden immer mehr, die Euch outen!",ASSERTIVE,PREDICT
😡😡😡,EXPRESSIVE,expressEMOJI
"deshalb haben die Linken Zecken, Schmarotzer Angst für ihr kacken arbeiten zu müssen,",ASSERTIVE,ASSERT
Hyänen in Menschengestalt.,EXPRESSIVE,COMPLAIN
@UdoHemmelgarn @PaulePhanter,DIRECTIVE,ADDRESS
In der #SPD braut sich eine Revolte gegen #Nahles zusammen.,ASSERTIVE,ASSERT
": das tut die Deutsche Gesellschaft, bestehend  aus Gutmenschen, Duckmäusern und Hatern schon ganz von selbst...",EXPRESSIVE,COMPLAIN
"Klüngelei, Bedrohungen und Beleidigungen, Minderjährige Buben übernachten bei ihm und Alk gibts auch.",ASSERTIVE,ASSERT
"Inwieweit der den Tatsachen entspricht, ist ungewiss, insbesondere da es sich um eine Veröffentlichung eines Propagandaportals handelt.",ASSERTIVE,ASSERT
Solidarität mit #Rojava + #saveKobane.,DIRECTIVE,REQUIRE
@Jutta98811424 @GeorgKleine @sozi0815 @WildeGesellin,DIRECTIVE,ADDRESS
@gundel_gaukeley @petraschnautzer @AlexF50451971,DIRECTIVE,ADDRESS
was soll man sagen,DIRECTIVE,REQUEST
Was für ein Depp,EXPRESSIVE,COMPLAIN
"Er geht mir ziemlich auf den Keks, aber wegen Vorstehendem habe ich ihn noch nicht einfach geblockt!",ASSERTIVE,SUSTAIN
Umstrittener Paragraf 219a,ASSERTIVE,ASSERT
deswegen hätte man nicht aufstehen müssen,ASSERTIVE,ASSERT
@China_Welt_News,DIRECTIVE,ADDRESS
"(alle Pferde wiehern),",ASSERTIVE,ASSERT
Genau das Problem.,UNSURE,UNSURE
dass kann doch nicht wahr sein in diesem unserem Lande,EXPRESSIVE,COMPLAIN
In |LBR| Österreich.,EXPRESSIVE,COMPLAIN
@vonBeutelratte @Kaputtnikkkk @MENA_WATCH @Ilona_GR_DE @palactnet @SDGMasterglass @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
In Wien .,UNSURE,UNSURE
Sonst hätte die Entscheidung anders lauten müssen.,ASSERTIVE,ASSERT
"|LBR| Ärztin Hänel wurde zu einer Geldstrafe verurteilt,weil sie für Abtreibungen„geworben“hatte.",ASSERTIVE,SUSTAIN
@Snakecleaver @Metalwilli,DIRECTIVE,ADDRESS
|LBR| Dann schlafen.,COMMISSIVE,COMMISSIVE
"Bundesfamilienministerin Franziska #Giffey #SPD:""Wir sollten nicht gleich das ganze Hartz IV System über den Haufen werfen""",ASSERTIVE,ASSERT
"Next up: |LBR| ""Die Kolonialisierung der Studentenhirne - Lyzis Welt über 40 Jahre kritische Poptheorie""",UNSURE,UNSURE
Diskrimimi!,EXPRESSIVE,COMPLAIN
"das alte, morsche und überarbeitete Ding zieht sonst Splitter...",EXPRESSIVE,COMPLAIN
"eine Erfindung des Westen um abzulenken, sich die Gefahr schön zu reden, aber süß wie die Ferkelmedien, Presse diese Lüge weiter aufrecht erhält,",EXPRESSIVE,COMPLAIN
@Grals_Hueter,DIRECTIVE,ADDRESS
Auch hier kommen wir wieder im Kreis an,ASSERTIVE,ASSERT
@PoloBenTv @NihiliNietzsche @nanniag @schweizok @KarlMller13 @AfD,DIRECTIVE,ADDRESS
"Um so mehr Flüchtlinge ins Land kommen, um so mehr die jetzige Politik versagt, um so mehr Scheiße ihr redet, um so eher werden die Bürger vermehrt AFD wählen.",ASSERTIVE,PREDICT
"Und das immer wieder, und bei allen Gelegenheiten.",UNSURE,UNSURE
Is'n Jugendfilm.,ASSERTIVE,SUSTAIN
@anna_IIna @GiKi56534206,DIRECTIVE,ADDRESS
|LBR| Fuck.,EXPRESSIVE,COMPLAIN
Aber mit Sicherheit und keinen dreckigen #MoslemBonus,UNSURE,UNSURE
"tja, wie gesagt bei #Krieg gibts kein #Rechtsstaat",ASSERTIVE,ASSERT
👍,EXPRESSIVE,expressEMOJI
Ihr widert mich an.,EXPRESSIVE,COMPLAIN
|LBR| Deutsche Soldaten sterben für Syrien und syrische Fahnenflüchtlinge leben hier wie im Schlaraffenland.,EXPRESSIVE,COMPLAIN
Du sagst es.....,ASSERTIVE,AGREE
ausserdem zeigt das die chats an ihr ottos,UNSURE,UNSURE
Nette Religion fürwahr...,EXPRESSIVE,COMPLAIN
"Rentner durchsuchen Mülleimer, während Asylbetrüger und Wirtschaftsmigranten bei geöffneten Fenster die Heizungen aufdrehen.",EXPRESSIVE,COMPLAIN
Wir haben Euch schon im 17. Jahrhundert davongejagt.,ASSERTIVE,ASSERT
Danke für die Aufklärung,EXPRESSIVE,EXCLUDED
Bei #Logo (#Kika) geht es um Sicherheit an Schulen.,ASSERTIVE,ASSERT
"Es sei denn, man legt Wert auf Destabilisierung seiner Heimat, Verlust sämtlicher Werte, die das Land einst voran brachten.",EXPRESSIVE,COMPLAIN
"Die Frage ist nicht, wie die Scheisse in die Köpfe kommt, sondern wie man sie da wieder raus bekommt.",ASSERTIVE,ASSERT
|LBR| (hab ehrlichgesagt kein Plan wie sowas aussieht),UNSURE,UNSURE
"|LBR| Wir sollten Begriffe prägen wegen deren Kampfbegriff ""Islamophobie""!",DIRECTIVE,SUGGEST
5 Monate Untersuchungshaft wegen Benutzung eines Laserpointers.,ASSERTIVE,ASSERT
@susanne_kasper,DIRECTIVE,ADDRESS
So langsam frage ich mich.,ASSERTIVE,ASSERT
Dann werden die Pickelgesichter bekommen was sie verdienen.,COMMISSIVE,COMMISSIVE
"Diese Armani-Punker leben auf der Sonnenseite des Lebens ,",ASSERTIVE,ASSERT
"Wenn man den ganzen Guten-Morgen-Kackscheiss mutet, kann ein Tag doch mit viel weniger Aggression beginnen.",ASSERTIVE,ASSERT
Gottseidank ist dem nicht so...,UNSURE,UNSURE
@AfD_Support,DIRECTIVE,ADDRESS
nur wenn das Volk Angst hat vor dem #SPD #Grünen #CDU #CSU #FDP Hartz IV System bekommen wir billige Arbeitnehmer die für jeden Hungerlohn Malochen und wir machen noch mehr Profit.,ASSERTIVE,ASSERT
Dumm -Deutscher halt!!!!,EXPRESSIVE,COMPLAIN
@betretenV,DIRECTIVE,ADDRESS
Wehrt euch,DIRECTIVE,REQUIRE
@vonBeutelratte @MENA_WATCH @AlbertBartenst1 @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @SDGMasterglass @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
Kleiderbügel.,ASSERTIVE,ASSERT
|LBR| Und ja verdammde Asiaddn machen einfach viel zu leckeres Essen,ASSERTIVE,AGREE
Dann war diese humorlose blöde Schlampe einfach nur nicht intelligent genug für deinen Humor.,EXPRESSIVE,COMPLAIN
Sprechen oder sogar etwas gegen Kinderarmut Hartz IV Armut Rentenarmut Hungerlöhne tun so etwas machen Politiker nicht.,ASSERTIVE,ASSERT
|LBR| #MeToo,OTHER,OTHER
Schlimm genug in solch einer Position als unglaubwürdig zu gelten...und trotzdem weiter beschäftigt zu werden...!,EXPRESSIVE,COMPLAIN
#seufz,EXPRESSIVE,COMPLAIN
@UbbelohdeBerlin @Avalasek1,DIRECTIVE,ADDRESS
@schneeridara @twittonium,DIRECTIVE,ADDRESS
@Jil_Nicole_Gil,DIRECTIVE,ADDRESS
Dienst fürs Volk,ASSERTIVE,ASSERT
wir können uns nicht in unserem Land ausrauben überfallen zusammen schlagen Ermorden und Vergewaltigen lassen.,DIRECTIVE,REQUIRE
@Reconquista_E @AchimAwesome,DIRECTIVE,ADDRESS
Wenn ich nur seinen arroganten Duktus ertragen muss.,EXPRESSIVE,COMPLAIN
"Menschenrechte, Bla Bla Blubb",OTHER,OTHER
Unfassbar!!!!,EXPRESSIVE,COMPLAIN
TOLL,EXPRESSIVE,COMPLAIN
Rücksichtslos.,ASSERTIVE,ASSERT
also was soll das Wort von einem solchen für einen Wert haben...,DIRECTIVE,REQUEST
2/2,OTHER,OTHER
|LBR| Auch einer der keine eigene Meinung hat!!,ASSERTIVE,ASSERT
Die Asylanten nehmen deutschen Familien günstige Wohnungen weg.,ASSERTIVE,ASSERT
S C H E I \U1E9E E !!!,EXPRESSIVE,COMPLAIN
@guycalleddad,DIRECTIVE,ADDRESS
So ein Mist aber auch...,UNSURE,UNSURE
Hilft zuminest dem Bürger vor Machtlosigkeit gegen kriminelles Asylantenpack.,UNSURE,UNSURE
Die Mutti ist enttäuscht .,ASSERTIVE,ASSERT
@1schlobohm @RagnarR56 @SchulenburgCh @CDU @cducsubt @AfD,DIRECTIVE,ADDRESS
😂😂,EXPRESSIVE,expressEMOJI
@de_sputnik @MarcelJoppa,DIRECTIVE,ADDRESS
Ich?,DIRECTIVE,REQUEST
|LBR| Die sich selbst betrügen,ASSERTIVE,ASSERT
@fr,DIRECTIVE,ADDRESS
"|LBR| Maßlose, unbändige, brennende Wut.",ASSERTIVE,ASSERT
:-(,EXPRESSIVE,expressEMOJI
Anti-Faltencreme!,UNSURE,UNSURE
"|LBR| Solange die Asylgesetzgebung nicht grundlegend geändert wird, doktert man nur an den Symptomen rum.",ASSERTIVE,ASSERT
@ArasBacho @vonzainach,DIRECTIVE,ADDRESS
@MarcFelixSerrao @NZZ,DIRECTIVE,ADDRESS
"Geh kacken,",UNSURE,UNSURE
"""Jugendwiderstand""= wohlstandsübersättigte Dödel mit Komplexen aufgrund Herkunft und ihrer Micro-Penisse.",EXPRESSIVE,COMPLAIN
Schulz ist als Kanzler undenkbar.,ASSERTIVE,ASSERT
"Es braucht einen IQ über 85 um es zu verstehen, was sie disqualifiziert,",ASSERTIVE,ASSERT
Schlafrythmus is ja generell im Arsch aber die letzten Tage steckt er so tief drin dass ich Sodbrennen von bekomme,ASSERTIVE,ASSERT
"Wenn die SPD einen ""Spitzenmann"" benennt, der als |LBR| Schulabbrecher 2 x sitzen geblieben ist, wird der Name |LBR| Schulz zum Schimpfwort.",ASSERTIVE,ASSERT
das hat die Welt noch nciht erlebt,ASSERTIVE,ASSERT
@C_Holler,DIRECTIVE,ADDRESS
WTF?,EXPRESSIVE,COMPLAIN
@ZDFheute,DIRECTIVE,ADDRESS
"Heikos Bild mit der Elfenbeinküstenflagge für Irland versieht Twitter mit Warnhinweis ""sensible Inhalte""!",ASSERTIVE,ASSERT
#Maischberger,OTHER,OTHER
"Die verzichten auf Flugzeuglandungen in der |LBR| Türkei, diese Nazis.",ASSERTIVE,ASSERT
#fcsp,OTHER,OTHER
"Glaubte Du echt, eine Frau mit befriedigendem Sexleben rennt durch die Welt und sieht überall böse Männer und sexuelle Gewalt?",DIRECTIVE,REQUEST
#fcsp,OTHER,OTHER
#fcsp,OTHER,OTHER
Und wer mal drei Monate Hungern muss wird JEDEN Job anehmen für jeden Hungerlohn.,ASSERTIVE,PREDICT
🖕🏻,EXPRESSIVE,expressEMOJI
"alle in einen Topf, kein Cent der Beiträge oder Steuern mehr zur Unterstützung von privatversicherungen ...",ASSERTIVE,ASSERT
sie sind einfach zu Dumm,ASSERTIVE,ASSERT
wie man sieht klappt dies bei der Führer hörigen Slmoka perfekt...,ASSERTIVE,ASSERT
#Tagesschau bejubelt #Katar &amp; sein #Islamisten-#Terror-#Propaganda-Sprachrohr ...,ASSERTIVE,ASSERT
"Ein Polizeigewerkschafter der ""Pro""Polizeitaktik quasselt?",DIRECTIVE,REQUIRE
herzerfrischender Sport,ASSERTIVE,ASSERT
dann kack mir doch nicht in die mentions wenn du siehst dass ich mit überspitzter polemik misogyne schweine in eurer community angreife sondern halt dich raus oder zeig dich solidarisch,DIRECTIVE,REQUIRE
Das wird im Sande verlaufen!,ASSERTIVE,PREDICT
Unfassbar.,EXPRESSIVE,COMPLAIN
"Doch traurig, daß unsere Rentner Ihr Land verlassen, um woanders ein menschenwürdiges, bezahlbares Leben führen zu können.",EXPRESSIVE,COMPLAIN
"""Wären die Kinder die in Kinderarmut ""Leben""eine Bank, hätte man sie schon längst gerettet""",ASSERTIVE,ASSERT
🐷👍👍,EXPRESSIVE,expressEMOJI
er war selber mal dort drin..,ASSERTIVE,ASSERT
"Schließlich haben alle ja ""Welcome Refugees""gerufen.",ASSERTIVE,SUSTAIN
"Meinen Segen habt Ihr,......",UNSURE,UNSURE
@Zentralrat1 @Shiwa_Waltraud,DIRECTIVE,ADDRESS
"|LBR| Für mich sind alle Menschen, egal welcher Herkunft, gleichwertig,",ASSERTIVE,ASSERT
es muss verhindert werden dass das auf andere Städte übergreift.,ASSERTIVE,ASSERT
@aspikschinken @tagesschau,DIRECTIVE,ADDRESS
@rspctfl @Innenwelttramp @ThomasMichael71 @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
Ein Taxi löst sich nicht in Luft auf.,ASSERTIVE,ASSERT
@BILD,DIRECTIVE,ADDRESS
"Ich fürchte, in Berlin wird es bald einen Platz zum Gedenken an die Opfer des Sexismus geben.",EXPRESSIVE,COMPLAIN
"(Mir, denn ich bin sehr kluk, ist natürlich klar, wieviel davon arsckriecherische Lappen, Kleinbürger in Sorge um ihr Image und anderes Volk ist,",EXPRESSIVE,COMPLAIN
"|LBR| Auch Gamer: ""lol schon das video aus rdr2 gesehen wo er die suffragette auffe gleise schmeißt voll lustig""",ASSERTIVE,ASSERT
"Euer Textverständnis ist genauso unterentwickelt ist wie Euer Mitgefühl für unschuldige Opfer der zionistischen Kolonisierung Palästinas, das ihr Euch habt abkaufen lassen....",ASSERTIVE,ASSERT
