text,sa_coarse,sa_fine_modified
Glaube meine Arsch und Achselhaare wachsen bald zusammen wenn des so weiter geht,ASSERTIVE,GUESS
"|LBR| Diese Hilflosigkeit in seinen Augen, sein zerschredderter Lebensentwurf für's Alter, alles Makulatur!",EXPRESSIVE,COMPLAIN
Da sind doch auf der Kehrseite schon die Reichsdeutschen mit ihren Flugscheiben -UFOS.,EXPRESSIVE,COMPLAIN
@ThomasMichael71 @hanvoi @DanijelMajic,DIRECTIVE,ADDRESS
Leider wahr.,EXPRESSIVE,COMPLAIN
|LBR| Kalter Winter = Klimawandel,ASSERTIVE,ASSERT
#FCKCDU,EXPRESSIVE,COMPLAIN
Gibt unbestreitbar kein besseres Rezept,ASSERTIVE,ASSERT
Trump würde ich noch wegen Nachrichtenwert akzeptieren.,ASSERTIVE,ASSERT
Warum veröffentlicht ihr keine Bilder von linken Anarchisten?,DIRECTIVE,REQUEST
"Vielleicht hat der ja auch nur Dünnschiss, der irgendwo raus muss",ASSERTIVE,GUESS
anders ist das nicht zu erklären ...,ASSERTIVE,ASSERT
Bei #Logo (#Kika) geht es um Sicherheit an Schulen.,ASSERTIVE,ASSERT
"|LBR| Da kann man doch nur noch, nach vorne Essen",EXPRESSIVE,COMPLAIN
Keine Verzweiflung.,ASSERTIVE,ASSERT
"Nicht hilfreich um wieder auf die Beine zu kommen (insbesondere, wenn es so etwas wie ein Sanktions-Regime gibt).",UNSURE,UNSURE
Das ist mal wieder Sozial Politik für Reiche.,EXPRESSIVE,COMPLAIN
"Am besten, keine Artikel mehr twittern, nicht mehr folgen",DIRECTIVE,SUGGEST
@myassrelaxed,DIRECTIVE,ADDRESS
🐙\U261D,EXPRESSIVE,expressEMOJI
"Ich würde anderen Juden in MS raten, bei Bedarf lieber in andere Stadt zur Polizei zu fahren.",DIRECTIVE,SUGGEST
Merkel eine Schande für Deutschland,EXPRESSIVE,COMPLAIN
:-(,EXPRESSIVE,expressEMOJI
sie sind einfach zu Dumm,ASSERTIVE,ASSERT
"|LBR| Und Jutta, das ist doch nicht meine Meinung zum Kopftuch -",ASSERTIVE,ASSERT
"Irgendein anonymes Linksdödel mit arischem Grössenwahn und Geltungsdrang,",UNSURE,UNSURE
😅,EXPRESSIVE,expressEMOJI
Das wird im Sande verlaufen!,ASSERTIVE,PREDICT
Von daher auch die Phopie.,ASSERTIVE,ASSERT
@TobiasHuch,DIRECTIVE,ADDRESS
"Bitte gehen Sie weiter,",DIRECTIVE,REQUIRE
Gibt es Schuhe und Handtaschen im Sonderangebot?,DIRECTIVE,REQUEST
Wäre ja wohl zu sehr an den Haaren herbeigezogen!,EXPRESSIVE,COMPLAIN
#Formel1,OTHER,OTHER
we're not gonna agree.,UNSURE,UNSURE
"(kein Deutscher muss bald mehr arbeiten),",ASSERTIVE,PREDICT
Sollen die auch ihre Kultur ausüben dürfen?,DIRECTIVE,REQUEST
Wir haben bestimmt mittlerweile auch n paar Kannibalen in D.,ASSERTIVE,GUESS
"Harte Liebe für die strunzdoofe Kollegin, die eben vor mir an der Tiefgaragenschranke stand und nach ihrer Zufahrtskarte wühlte.",EXPRESSIVE,COMPLAIN
@rspctfl @ergroovt @Innenwelttramp @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
„der würde die Bevölkerung nur beunruhigen“,ASSERTIVE,ASSERT
führen die Schlepperbanden Passagierlisten?,DIRECTIVE,REQUEST
|LBR| Annegret Kramp-Karrenbauer jetzt beliebteste Politikerin der Welt,ASSERTIVE,ASSERT
schätze 80% sind gegen den Migrationspackt,ASSERTIVE,GUESS
Um zehn ins Bett gegangen damit ich um drei wach werd und bis jetz nicht schlafen kann,ASSERTIVE,ASSERT
"Khalil, Die Flucht aus Syrien |LBR| o. |LBR| Wie ich ein ganzes Volk verarschte, weil ich ja eigentlich gar kein Flüchtling war, mehrere falsche Identitäten hatte, meine Steinzeitreligion unter's Volk brachte, beim Alter log und illegal einreiste.",OTHER,OTHER
@Dimmo52 @Fern_Schreiber,DIRECTIVE,ADDRESS
@betretenV,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
"Wenn man von seinem Versagen ablenken muss lobt man alles und jeden über den Klee,",ASSERTIVE,ASSERT
"wo sie doch ihre ""Kriege"" u. ihre Söldner so liebt.",ASSERTIVE,ASSERT
@ainyrockstar,DIRECTIVE,ADDRESS
Gibt ja jede Menge Beispiele LinksGrün-zersetzter Truppen!,ASSERTIVE,ASSERT
das ist billig,EXPRESSIVE,COMPLAIN
@priv187,DIRECTIVE,ADDRESS
😂,EXPRESSIVE,expressEMOJI
"Da ist kein Einziges dabei, das nicht zumindest tendenziös ist und die Tatsachen verdreht.",ASSERTIVE,ASSERT
Bestes AfD Werbepferd.,EXPRESSIVE,COMPLAIN
dort standen wie immer Frauen Kinder Familien.,ASSERTIVE,ASSERT
aber Ferkelmedien machen wozu geschaffen,UNSURE,UNSURE
Schuste bleib in deinem Bettchen,DIRECTIVE,REQUIRE
@bimbas_world @safe_ID35,DIRECTIVE,ADDRESS
👊🏻,EXPRESSIVE,expressEMOJI
@43ermilch,DIRECTIVE,ADDRESS
@grknzrstrr,DIRECTIVE,ADDRESS
Dieses heuchlerische Weib !,EXPRESSIVE,COMPLAIN
😉👍👍,EXPRESSIVE,expressEMOJI
"Sie wissen, was sie tun.""",ASSERTIVE,ASSERT
|LBR| @AnjaReschke1,DIRECTIVE,ADDRESS
🖕🏻,EXPRESSIVE,expressEMOJI
"also mir gefällt sie besser als jede die ich je gelesen hab""",EXPRESSIVE,REJOICE
"""Jugendwiderstand""= wohlstandsübersättigte Dödel mit Komplexen aufgrund Herkunft und ihrer Micro-Penisse.",EXPRESSIVE,COMPLAIN
@AegisBridge,DIRECTIVE,ADDRESS
|LBR| Wie sagte die komische Kuh von den Grünen...und ich freu mich darauf....,UNSURE,UNSURE
#Maischberger,OTHER,OTHER
@Ilona_GR_DE @weareafreeworld @MENA_WATCH @SDGMasterglass @Kraehenbeisser @stefanolix @palactnet @czsystuvx @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
LBR| Meldemuschi?,DIRECTIVE,REQUEST
:-(,EXPRESSIVE,expressEMOJI
Selten son Dreck im Fernsehen gesehen wie diese #krone18,EXPRESSIVE,COMPLAIN
Kranke Brut - wo ist da der VS?,DIRECTIVE,REQUEST
Niemand möchte Wahrheiten über die Wilden hören.,ASSERTIVE,ASSERT
@MonikaFries @domradio,DIRECTIVE,ADDRESS
Es ist einfach nur noch zum kotzen!,EXPRESSIVE,COMPLAIN
"|LBR| Wir sollten Begriffe prägen wegen deren Kampfbegriff ""Islamophobie""!",DIRECTIVE,SUGGEST
Gesellschaftliche Verantwortung?,DIRECTIVE,REQUEST
andere müssen auch 2 oder 3 Jobs haben um wenigstens die Miete Zahlen zu können.,ASSERTIVE,ASSERT
"Schliesslich muß man jede Chance nutzen, den Deutschen kleinzuhalten- "" nach DER Vergangenheit...""",EXPRESSIVE,COMPLAIN
das wäre gut für Niedriglöhner Hartz IV Empfänger aber warum sollen auch Reiche |LBR| kostenlose Kitas haben?,DIRECTIVE,REQUEST
👍,EXPRESSIVE,expressEMOJI
Weg mit dem #PKK-Verbot.,DIRECTIVE,REQUIRE
@marctailer3 @Wahemue,DIRECTIVE,ADDRESS
"tja, wie gesagt bei #Krieg gibts kein #Rechtsstaat",ASSERTIVE,ASSERT
\U261D🏻 ,EXPRESSIVE,expressEMOJI
@Tapetenlama @Bea76190653,DIRECTIVE,ADDRESS
#Assad ist noch viel harmloser als #Türken,ASSERTIVE,ASSERT
"Interessant wäre auch, wieviele Ehefrauen ein Mann nachholen darf.",ASSERTIVE,ASSERT
Dat Adapter tho.,UNSURE,UNSURE
@Fern_Schreiber @Rattenkopf24,DIRECTIVE,ADDRESS
@MDR_SAN @DemokratieMeile,DIRECTIVE,ADDRESS
Typisch deutsche Schülerin.,EXPRESSIVE,COMPLAIN
Ein anderes wäre: Witze über Minderheiten.,UNSURE,UNSURE
"Und das Mandat der Ausgetretenen zurückfordern haben schon ""wir""Piraten damals gemacht.",ASSERTIVE,ASSERT
"Ich las ""Einhorn""und WTF'te kurz hart.",ASSERTIVE,ASSERT
"Konkret geht es geht um den Paragraphen 219a, das Werbe- und Informationsverbot für Abtreibungen.",ASSERTIVE,ASSERT
#maischberger,OTHER,OTHER
@MENA_WATCH @Ilona_GR_DE @CarolHakios @Kaputtnikkkk @palactnet @stefanolix @SDGMasterglass @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva @BR24,DIRECTIVE,ADDRESS
nun kristallisieren sich die #Politiker und die #Parteien ohne Rückgrat heraus,ASSERTIVE,ASSERT
Ein echter Mann und echte Kinder?,DIRECTIVE,REQUEST
"Und du bist ein Arschloch, nicht aufgrund deiner Herkunft, einfach nur weil du ein ignorantes Arschloch bist.",EXPRESSIVE,COMPLAIN
Dumm -Deutscher halt!!!!,EXPRESSIVE,COMPLAIN
👊🏻,EXPRESSIVE,expressEMOJI
@hacker_1991 @torben_braga,DIRECTIVE,ADDRESS
#krone18,OTHER,OTHER
@JuttaMBrandt,DIRECTIVE,ADDRESS
WIE WÄRE ES MAL MIT GENERALVERDACHT GEGENÜBER MUSLIMISCHISLAMISTISCHER EROBERER ???,DIRECTIVE,REQUEST
@Klages_an @Tagesspiegel @KitakriseBerlin,DIRECTIVE,ADDRESS
danke Merkel,EXPRESSIVE,EXCLUDED
@PetrBystronAfD,DIRECTIVE,ADDRESS
"""Gleichzeitig muss der Mann ja überhaupt nicht arbeiten und wird hauptsächlich von seinen Privilegien bezahlt, wärend Frauen mehr Arbeiten und trotzdem weniger bekommen.",EXPRESSIVE,COMPLAIN
"Ist doch klar dass das Regime so hart gegen Chemnitz und die AfD vorgeht,",ASSERTIVE,ASSERT
@RolandTichy,DIRECTIVE,ADDRESS
"Schlafschafe, Angsthasen ,Egoisten, die Mehrheit der Deutschen, gehen nicht zur Wahl.",EXPRESSIVE,COMPLAIN
|LBR| der Élsysée Palast steht immer noch!,ASSERTIVE,ASSERT
Andere Gesetze für Moslems müssen her.,DIRECTIVE,REQUIRE
Putin ist der einzigste freie Geist in Europa!,ASSERTIVE,ASSERT
@OliverSenst @kardasiapat,DIRECTIVE,ADDRESS
Aussehen für Dich völlig unwichtig.,ASSERTIVE,ASSERT
"Verdammtes Patriarchat,",EXPRESSIVE,COMPLAIN
@allesevolution,DIRECTIVE,ADDRESS
war das nich letztens schon?,DIRECTIVE,REQUEST
siehe meine 2 Tweets davor.,DIRECTIVE,REQUIRE
#Lindner,OTHER,OTHER
&gt;:-(,EXPRESSIVE,expressEMOJI
ich bezog mich nicht auf die gelbe weste als materielle notwendigkeit.,ASSERTIVE,ASSERT
"Inwieweit der den Tatsachen entspricht, ist ungewiss, insbesondere da es sich um eine Veröffentlichung eines Propagandaportals handelt.",ASSERTIVE,ASSERT
klappt nixmehr,ASSERTIVE,ASSERT
"Das sind Amateure, die das tun, was ihnen opportun scheint.",ASSERTIVE,ASSERT
Niemand half.,ASSERTIVE,ASSERT
"lass mal mehr dosenpfand machen,",DIRECTIVE,REQUIRE
War damals bescheuert.,EXPRESSIVE,COMPLAIN
Wer wird gewinnen.,DIRECTIVE,REQUEST
Anti-Faltencreme!,UNSURE,UNSURE
Jakarta nur Drecks Islamisten !!!,EXPRESSIVE,COMPLAIN
Ich kann nicht mehr!,ASSERTIVE,ASSERT
"Die abgefuckte Dreckspartei SPD - SCHMAROTZER, PÄDOPHILE und DENUNZIANTEN !!!",EXPRESSIVE,COMPLAIN
@jouwatch @krippmarie,DIRECTIVE,ADDRESS
bis ich nacher komme dann wird geb*****t,UNSURE,UNSURE
@KAHRS_wars @aufnachvorne,DIRECTIVE,ADDRESS
"Irrtum, euch zeigen wir noch wo es lang geht.",COMMISSIVE,COMMISSIVE
eine Fresse wie viel Fritierfett hat #markuslanz denn heute wieder in seinen Haaren?,DIRECTIVE,REQUEST
Wegen der Kopfwindel?,DIRECTIVE,REQUEST
"Eine Ratte die im Pferdestall geboren wird, ist auch niemals ein Pferd.",ASSERTIVE,ASSERT
der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub.,DIRECTIVE,REQUIRE
deal with it.,DIRECTIVE,REQUIRE
"uss erst die Forderung vom JW erfüllt werden „Antikommunisten totzuschlagen“ damit ihr erkennt, dass das kein schützenswerter Teil einer radikalen Linken ist?!",DIRECTIVE,REQUEST
– am Sonntag fällt die Entscheidung.,ASSERTIVE,ASSERT
Seitdem der Tagesspiegel so viel shit über angeblich bürgerliche Maoisten verbreitet...,UNSURE,UNSURE
"Und immer daran denken: Wer grün wählt, wählt Islam.",DIRECTIVE,REQUIRE
@CptMeddl,DIRECTIVE,ADDRESS
#annewill,OTHER,OTHER
die Frage ist vollkommen beknackt.,ASSERTIVE,ASSERT
"Es ist wirklich grauenhaft, oder?",DIRECTIVE,REQUEST
"wer sich Taten wie auf den Philippinen anscbaut weiß warum es kein Populismus ist, sondern Reale Gefahr....",ASSERTIVE,ASSERT
Wehrt euch,DIRECTIVE,REQUIRE
@aspikschinken @tagesschau,DIRECTIVE,ADDRESS
Kontrolle über die Frau ist erste Machtdemonstration der Mohammedkult-Chauvinisten,ASSERTIVE,ASSERT
es muss verhindert werden dass das auf andere Städte übergreift.,ASSERTIVE,ASSERT
"dieses Politische Pack posaunt in die Welt hinaus es können 220.000 plus die, d zusätzlich kommen in unser Land strömen",ASSERTIVE,ASSERT
".... die beide mehr Ahnung vom Nahost-Konflikt haben als das gesamte MENA-Watch-Troll-Team, das ein zionistischer Stahlbaron zum Lügen, Betrügen und Verleumden durchfüttert...",ASSERTIVE,ASSERT
🖕🏻,EXPRESSIVE,expressEMOJI
gar nit,UNSURE,UNSURE
|LBR| Aber ansonsten ist alles genau so passiert!,EXPRESSIVE,COMPLAIN
@ManuKindinger,DIRECTIVE,ADDRESS
Wollte nicht als Klugscheissender da stehen,UNSURE,UNSURE
Der Zuckerduft ausm Maul kommt aber nur bei Typ 1.,ASSERTIVE,ASSERT
"Ich finde, die Freiheit seine Kinder zu verstümmeln, ist weniger wert als die Freiheit, einvernehmlich Sex haben zu dürfen.",ASSERTIVE,ASSERT
Langsam dreht dieser Vollpfosten richtig frei.,ASSERTIVE,ASSERT
@LennartPfahler,DIRECTIVE,ADDRESS
@Bea76190653 @Tapetenlama,DIRECTIVE,ADDRESS
"bin ich jetzt stärker oder Opfer in der Gesellschaft?""",DIRECTIVE,REQUEST
@ThomasWalde @ZDF,DIRECTIVE,ADDRESS
Hand gemalt und verkäggt.,UNSURE,UNSURE
für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen,DIRECTIVE,REQUIRE
"es werden weiterhin unschuldige Frauen-und Kinder, für den Profit der korrupten #Asylindustrie geopfert.",ASSERTIVE,PREDICT
Aber 90%der hier lebenden Moslems vertritt Fundamentalische Ideologien.,ASSERTIVE,ASSERT
Durch meine Erfahrung mit der Scheinheilgsten Partei Deutschlands wurde Hass auf dieselbe entwickelt.,EXPRESSIVE,COMPLAIN
Da können Sie hetzen wie Sie wollen.,ASSERTIVE,ASSERT
Die machen Schmutz und Geräusche.,ASSERTIVE,ASSERT
Einfach nur zum Kotzen.,EXPRESSIVE,COMPLAIN
Dies verschleiert sein teurer deutscher Anwalt!!,ASSERTIVE,ASSERT
obergärig und als Flasche schnell abgefüllt !,EXPRESSIVE,COMPLAIN
Solidarität mit #Rojava + #saveKobane.,DIRECTIVE,REQUIRE
"Damit der ausgediente deutsche Diesel als ""Gute Tat""nach Afrika verschifft wird, weil die keine Richtwerte haben?",DIRECTIVE,REQUEST
👍🏻,EXPRESSIVE,expressEMOJI
#fcsp,OTHER,OTHER
ganz locker.,UNSURE,UNSURE
Dass man ihn noch ins Spital bringt hat was.,UNSURE,UNSURE
@KokoLores20,DIRECTIVE,ADDRESS
@Tigerelch @marcobuelow,DIRECTIVE,ADDRESS
"das wird aber nicht passieren und es werden immer mehr, die Euch outen!",ASSERTIVE,PREDICT
"hinter dem Faschismus steht das Kapital und so, wa!",EXPRESSIVE,COMPLAIN
😳,EXPRESSIVE,expressEMOJI
|LBR| (hab ehrlichgesagt kein Plan wie sowas aussieht),UNSURE,UNSURE
"Da sollten auch Asylanten eingesetzt werden, die für nichts abkassieren und sich den Tag über langweilen.",ASSERTIVE,ASSERT
|LBR| #4genderstudies,EXPRESSIVE,COMPLAIN
"|LBR| Arme Deutsche Bürger,",UNSURE,UNSURE
Das sind eben keine Profis.,ASSERTIVE,ASSERT
Menschen sterben weil Abschiebungen nicht vollzogen werden....,ASSERTIVE,ASSERT
"Aber es ist gefaketes ""ich muss ihn/sie jetzt überzeugen ne Bombe im Bett zu sein, obwohl ich wünschte, es wäre vorbei""-Gegröhle.",ASSERTIVE,ASSERT
Der Pimpf ist Goebbels 2.0.,ASSERTIVE,ASSERT
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
Haben wir da eine Generation Gehirn Prothesen träger heran gezogen.,DIRECTIVE,REQUEST
Diese Gelbwestenkacke ist nicht politisch.,ASSERTIVE,ASSERT
Infotweet: Es gibt nur 2 Geschlechter,ASSERTIVE,ASSERT
|LBR| Hirne voller Scheiße,EXPRESSIVE,COMPLAIN
Sind schon dreiste Früchtchen hier!,UNSURE,UNSURE
|LBR| #MeToo,OTHER,OTHER
@Todespuschel @HANKA_MOODY,DIRECTIVE,ADDRESS
"Wer englisch lesen und verstehen kann, ist klar im Vorteil...",ASSERTIVE,ASSERT
So ein Früchtchen.,ASSERTIVE,ASSERT
die sind halt Teil unserer kranken Gesellschaft.,ASSERTIVE,ASSERT
@schneeridara @twittonium,DIRECTIVE,ADDRESS
|LBR| Keine Trauer.,ASSERTIVE,ASSERT
Ich würde jeden mit Migrantehintergrund rausschmeißen!,UNSURE,UNSURE
@Anke52936620 @Galactica2019 @Adolfion2X44 @frazionetoskana @RSigurdurson @outofvalhalla @Futureworldxxl @Lanyihunter1 @assassina36 @karina140911 @bergifrau00,DIRECTIVE,ADDRESS
Egal ob er sich die Zähne putzt oder nicht.,ASSERTIVE,GUESS
@EGutkin,DIRECTIVE,ADDRESS
Danke für die Aufklärung,EXPRESSIVE,EXCLUDED
- #Tagesschau sendet bereits im #Scharia-Modus,EXPRESSIVE,COMPLAIN
OK.....!,UNSURE,UNSURE
🖕🏻,EXPRESSIVE,expressEMOJI
"deshalb,",ASSERTIVE,ASSERT
kannst dich ja aufhängen,DIRECTIVE,SUGGEST
"Die Palästinafrage ist der Lakmustest dafür, ob dieses überhaupt System funktioniert.",ASSERTIVE,ASSERT
"Fakt ist, dass durch einen falschen Grundstein praktisch alle Texte ähnliche bis gleiche Fehler aufweisen.",ASSERTIVE,ASSERT
@walsberger49 @Connybub,DIRECTIVE,ADDRESS
@hundimbuero,DIRECTIVE,ADDRESS
"Fast 30 Jahre hängt uns der Solidaritätszuschlag am Hals, der sich nicht wie versprochen abschaffen lässt, aber der ganzen Welt ein zu Hause geben, funktioniert dagegen ganz locker.",EXPRESSIVE,COMPLAIN
@spdbt @schneidercar,DIRECTIVE,ADDRESS
"Wir zählen (die auf arabisch drohenden) Islamisten einfach als Deutsche,",ASSERTIVE,ASSERT
"Die AFD sind Nazis,",ASSERTIVE,ASSERT
#Grüne,OTHER,OTHER
schäm dich,DIRECTIVE,REQUIRE
@Tschonka @ThomasMichael71 @PBahners,DIRECTIVE,ADDRESS
Regeln wie im 3.Reich.,ASSERTIVE,ASSERT
@friesbol @klasnaborba,DIRECTIVE,ADDRESS
kack nochmal...,UNSURE,UNSURE
Oder ist der schon zum MfS umgebaut?,DIRECTIVE,REQUEST
@nprncbl,DIRECTIVE,ADDRESS
"|LBR| Keine weinerliche Özil-Pussi im Team,",ASSERTIVE,ASSERT
wir sprechen seit 2015 auch über nichts anderes als über Flüchtlinge.,ASSERTIVE,ASSERT
|LBR| #4genderstudies,EXPRESSIVE,COMPLAIN
@MacproMastek @SaschaLitvin,DIRECTIVE,ADDRESS
"Die verzichten auf Flugzeuglandungen in der |LBR| Türkei, diese Nazis.",ASSERTIVE,ASSERT
"Scheiße, oder?",DIRECTIVE,REQUEST
hau rein du freak,DIRECTIVE,REQUIRE
@haut_drauf @ibikus31,DIRECTIVE,ADDRESS
@tagesschau,DIRECTIVE,ADDRESS
watch out -,DIRECTIVE,REQUIRE
"|LBR| Morgen heisst Diaa/Mohammed dann Abdullah, ist 26 und in der Heimat bereits verheiratet.",ASSERTIVE,PREDICT
"Bei dem ist immer Mittwoch, auch dienstags.",ASSERTIVE,ASSERT
"wie gut das der Stempel noch frisch ist, dann kann man das toitsch sein sogar noch riechen...",EXPRESSIVE,REJOICE
@Jolantel @StapelChipsYT,DIRECTIVE,ADDRESS
das ist nicht Wählerwille ..!!,ASSERTIVE,ASSERT
Flüchtlinge bekommen Häuser und Wohnungen,ASSERTIVE,ASSERT
"Hallo liebe Freunde des deutschen Handballsports,",DIRECTIVE,EXCLUDED
"Ferkel schloss auch eine PKW Maut aus, und das Mörder, Verbrecher mit der Invasion ins Land kommen,",ASSERTIVE,ASSERT
🤔,EXPRESSIVE,expressEMOJI
In Wien .,UNSURE,UNSURE
AfD bleibt und wird stärker,ASSERTIVE,PREDICT
wir sind übersät mit Unkraut und das werden wir nie wieder los...!,ASSERTIVE,PREDICT
"#SPD-Vorsitzende Andrea #Nahles auf Twitter: ""#AKK Sie sind die #Merkel 2.0",ASSERTIVE,ASSERT
Wer AfD als Nazi tituliert ist ein dummer dämlicher Verlierer der anderen Parteien...,ASSERTIVE,ASSERT
"Leute,..... dieses linksversiffte, staatstreue Schmierblatt, ist doch längst nicht mehr glaubhaft.",EXPRESSIVE,COMPLAIN
haben mir jetzt eine station gesellschaft geleistet.,ASSERTIVE,ASSERT
nur wenn das Volk Angst hat vor dem #SPD #Grünen #CDU #CSU #FDP Hartz IV System bekommen wir billige Arbeitnehmer die für jeden Hungerlohn Malochen und wir machen noch mehr Profit.,ASSERTIVE,ASSERT
Das arme Putzelchen.,UNSURE,UNSURE
Sind Schulen jetzt die neuen Konzentrationslager für Deutsche?,DIRECTIVE,REQUEST
@Umar_AlAlmani @googlenews,DIRECTIVE,ADDRESS
"voller verrückter Mossis die Juden den Tod wünschen, aber keine Sorge: |LBR| Das ist Vielfalt, das ist bunt und eine Islamisierung findet nicht statt.",EXPRESSIVE,COMPLAIN
Oder wird das mittlerweile schon unter Strafe gestellt?,DIRECTIVE,REQUEST
"""Wären die Kinder die in Kinderarmut ""Leben""eine Bank, hätte man sie schon längst gerettet""",ASSERTIVE,ASSERT
überall machen wir Deutsche uns zum Narren,EXPRESSIVE,COMPLAIN
Hinter dem Kapital steht der Faschismus!,UNSURE,UNSURE
😃😃😃,EXPRESSIVE,expressEMOJI
Aber Islamkritiker gehen in den Knast !,EXPRESSIVE,COMPLAIN
"|LBR| Ich empfehle hierzu ""Die Ethnische Säuberung Palästinas""des israelischen Historikers Prof. Ilan Pappe.",DIRECTIVE,SUGGEST
"Passend dazu hatte ich gestern die Frage gestellt, ob die zugegeben sehr wahrscheinliche Existenz vereinzelter sachlicher Texte genügt, um eine staatlich finanzierte Wissenschaft zu legitimieren, die größtenteils jedoch falsch liegt",ASSERTIVE,ASSERT
don't judge,DIRECTIVE,REQUIRE
wenn die eine Einigung haben können wir darüber Reden.,ASSERTIVE,ASSERT
@__redcat @jensspahn @der_Seehofer,DIRECTIVE,ADDRESS
"Geilomat, Twitter hat es geschafft #Merz an die Spitze der Trends zu hypen.",ASSERTIVE,ASSERT
"ob für den sozialistischen staat o das kapital ... d hat nichts, gar nichts mit radikalem Humanismus zu tun!",ASSERTIVE,ASSERT
Selbstverständlich.,UNSURE,UNSURE
Für das @morgenmagazin ist der Naziaufmarsch eine Auseinandersetzung zwischen links und rechts ...,ASSERTIVE,ASSERT
ausserdem zeigt das die chats an ihr ottos,UNSURE,UNSURE
@66Norweger66,DIRECTIVE,ADDRESS
@georgrestle,DIRECTIVE,ADDRESS
Der Vorwurf: vorauseilender Gehorsam (Auf Deutsch sie steckt zu tief im Arsch der #Merkel) gegenüber der #CDU.,ASSERTIVE,ASSERT
@OttoBerger6,DIRECTIVE,ADDRESS
Die Knechte der Amis werden ihrer Strafe nicht entgehen!,COMMISSIVE,COMMISSIVE
Jetzt lebt auch damit,DIRECTIVE,REQUEST
@welt,DIRECTIVE,ADDRESS
"Nur, dass diese Sorte Mensch vorher von keinen Befürchtungen etwas wissen wollte, solange aus der Sache Selbstbestätigung resultierte.",ASSERTIVE,ASSERT
ist allerdings 500 MB groß...,ASSERTIVE,ASSERT
@zweitzehtee,DIRECTIVE,ADDRESS
Die Afrikascheiße fliegt uns bald um die Ohren....,ASSERTIVE,PREDICT
"Als ich noch in der Kirche war, bat ich auch um Hilfe.",ASSERTIVE,ASSERT
Man könnte den Islam auch verlassen.,ASSERTIVE,ASSERT
"An dem Tag an dem ihresgleichen rennen müssen, werde ich feiern.",ASSERTIVE,PREDICT
#afdwegfegen,DIRECTIVE,REQUIRE
"Geht bspw. jeden Monat vom Gehalt eine kleine Rücklage auf eins, welches für Kosten rund ums Auto ist.",ASSERTIVE,ASSERT
@Ollee3 @Ranzigeimme,DIRECTIVE,ADDRESS
War ja klar!,UNSURE,UNSURE
"Die Stimmen passen unglaublich gut,",EXPRESSIVE,REJOICE
"Hier mal eine Dortmunder Stimme: Ich habe gelesen, wie ihm nachgesagt wird, einen Pisselwahlkreis gehabt zu haben, in dem eh jeder SPDler gewinnt.",ASSERTIVE,ASSERT
"Wer heute vorbestraft ist, hat gute Chancen im Bundestag zu sitzen.",EXPRESSIVE,COMPLAIN
Was interessieren sich diese korrupten Berufslügner und -verleumder für Völkerrecht?,DIRECTIVE,REQUEST
😇😅,EXPRESSIVE,expressEMOJI
|LBR| Wartezeit bis zum Tilt.,UNSURE,UNSURE
"Ja, weil auch Blöde, wie Sie?, irgendwann erkennen müssen was Ferkel importiert hat,",ASSERTIVE,SUSTAIN
#furchtbar,EXPRESSIVE,COMPLAIN
@Hartes_Geld,DIRECTIVE,ADDRESS
Schaut euch einfach die dummen Köpfe an...,DIRECTIVE,REQUIRE
"Der Genosse Robespierre unterbreitet den Vorschlag: wenn die Rübe runter ist, ist auch die Scheisse draussen",ASSERTIVE,ASSERT
Der Herr BM wird bestimmt auf Twitter gesperrt.,ASSERTIVE,GUESS
Schlafrythmus is ja generell im Arsch aber die letzten Tage steckt er so tief drin dass ich Sodbrennen von bekomme,ASSERTIVE,ASSERT
"Und das sagt alles über Dich aus, was es wert ist, zu wissen.",ASSERTIVE,ASSERT
Wie schwer von Begriff kann man sein.,DIRECTIVE,REQUEST
|LBR| Grade hier: Grauer Pissehimmel mit beficktem Wind und Scheiße aufm Fußweg,EXPRESSIVE,COMPLAIN
@SM100d @MichaelScheune3,DIRECTIVE,ADDRESS
Sowas nennt man Ermittlungsarbeit.,ASSERTIVE,ASSERT
Daran sieht man den Politikern geht es zu gut,ASSERTIVE,ASSERT
"Gamer: ""Frauen gucken uns mit dem Arsch nicht an!",ASSERTIVE,ASSERT
Eine |LBR| Schande für die SPD und ein Armutszeichen. für D.,EXPRESSIVE,COMPLAIN
😂😂😂,EXPRESSIVE,expressEMOJI
"spühl ab,",UNSURE,UNSURE
die rückgratlosen #Grünen sind sich nicht zu schade für #Jamaika die #AFD verantwortlich zu machen,EXPRESSIVE,COMPLAIN
@hdBerretz,DIRECTIVE,ADDRESS
mir klappen Dien Fußnägel hoch,EXPRESSIVE,COMPLAIN
